Submission id,Participant id,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Trading platforms,Types of investment,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,SexCat,Country of residenceCat,Ethnicity simplifiedCat,stage_key,phaseName,phase,wealth,gain,phaseReturn,wealthALL,gainAll,returnAll,tradeLeader,plotclicks,rankingClicks,pathseries,path_x,nameTreatment,followersTreatment,StartDate,EndDate,Duration (in seconds),Finished,RecordedDate,ResponseId,UserLanguage,Consent Form,RiskFalk,CRRA Question,ComprCopyName,ComprCopyRandom,ComprRiskName,ComprRiskRandom,ColourAtt,ColourAtt_10_TEXT,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q5,Q7,Q8,Q9,Q10,Q11,Q2,Q3,Q4,InvestmentExp,CopyTradExp,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,SESSION_ID,comprCount,FinalGain,Endowment,Payout,SURVEY_ID,nameList,conversionFactor,CRRA,Participation,Lottery,WinningRound,inertiaTreatment,PriceLink,InstructionsLink,STUDY_ID,ComprLink,TLrank,copiedRank,copiedCRRA,overwrittenLottery,CRRA_rank,copiedCRRA_rank,CRRAchange,returnAll_bot,return_bot,wealth_bot,path_y,returnAllv2,rank,overallRank,RiskFalk_cat,Falkchange,copiedCRRA_change,botChangeSum,botChangeSumToPhase
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,1.0,regular,0,1970.0,-530.0,-21.2,1970.0,-530.0,0.0,CRRA_-1.5,[],[],2,path12,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_1,1.0,-1.5,1.0,2.0,1.0,-1.0,10.4,10.4,5260.0,path13,10.4,1,1,3,-2.0,1,4,0
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,2.0,regular,1,2105.0,-395.0,-15.8,4075.0,-925.0,0.0,CRRA_-1.5,[],[],2,path13,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_5,5.0,-1.5,1.0,2.0,1.0,-1.0,-21.2,-21.2,4470.0,path14,-21.2,5,5,3,-2.0,0,4,0
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,3.0,regular,2,2470.0,-30.0,-1.2,6545.0,-955.0,0.0,CRRA_6,[],[],2,path14,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_1,1.0,6.0,0.0,2.0,5.0,3.0,-2.3,-2.8,7385.0,path15,-2.3,1,1,3,2.0,1,4,1
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,4.0,regular,3,2425.0,-75.0,-3.0,8970.0,-1030.0,0.0,CRRA_6,[],[],2,path15,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_4,4.0,6.0,0.0,2.0,5.0,3.0,-1.93,-1.2,9855.0,path16,-1.93,4,1,3,2.0,0,4,1
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,5.0,regular,4,1860.0,-640.0,-25.6,10830.0,-1670.0,0.0,CRRA_0,[],[],2,path16,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_3,3.0,0.0,0.0,2.0,2.0,0.0,-4.35,-7.0,12065.0,path17,-4.35,3,2,3,-1.0,1,4,2
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,6.0,regular,5,2390.0,-110.0,-4.4,13220.0,-1780.0,0.0,CRRA_6,[],[],2,path17,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_1,1.0,6.0,0.0,2.0,5.0,3.0,-2.48,-3.6,14690.0,path18,-2.48,1,1,3,2.0,1,4,3
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,7.0,regular,6,2545.0,45.0,1.8,15765.0,-1735.0,0.0,CRRA_6,[],[],2,path18,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_1,1.0,6.0,0.0,2.0,5.0,3.0,-2.8,-4.4,17080.0,path19,-2.8,1,1,3,2.0,0,4,3
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,8.0,regular,7,2710.0,210.0,8.4,18475.0,-1525.0,0.0,CRRA_6,[],[],2,path19,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_5,5.0,6.0,0.0,2.0,5.0,3.0,-2.14,1.8,19625.0,path20,-2.14,5,1,3,2.0,0,4,3
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,9.0,regular,8,2270.0,-230.0,-9.2,20745.0,-1755.0,0.0,CRRA_3,[],[],2,path20,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_3,3.0,3.0,0.0,2.0,4.0,2.0,-1.32,19.8,22235.0,path21,-1.32,3,2,3,1.0,1,4,4
680fb1d3686ab6ae8846d9c4,672b453dd948e9f8124c3c2d,2025-04-28T16:51:51.736000Z,2025-04-28T17:07:27.717000Z,2025-04-29T14:01:12.592000Z,2025-04-28T17:07:28.283342Z,936,CGX67X8D,406,"Pepperstone, Interactive Brokers",Stock Market,24,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time,1,0,0,10.0,regular,9,3150.0,650.0,26.0,23895.0,-1105.0,0.0,CRRA_3,[],[],2,path21,1.0,0.0,2025-04-28 10:51:57,2025-04-28 11:07:14,917,1,2025-04-28 11:07:15,R_82fLYozrs6JZIjg,EN,1,10,4,2,,1,,6,,0,0,15.959,0,The risk level was vital because the higher the risk the higher the likelihood of high returns ,I calculated it to be of lower returns ,It was fun making the decisions. More like gambling,4,no,no,24,2,8,1,2,1.79,28.438,31.6,5,680fb1d3686ab6ae8846d9c4,0,-530,2500,1970,,"[""Trader C"",""Trader A"",""Trader E"",""Trader D"",""Trader B""]",0.001,0.0,1.50,620,1,1,False,False,6809067cdb44d829fe7f9347,False,rank_2,2.0,3.0,0.0,2.0,4.0,2.0,-2.2,-9.2,24505.0,path22,-2.2,2,2,3,1.0,0,4,4
