Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Trading platforms,Types of investment,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
680fbc57e55356973322da91,5efb74c2ed804f0e2a2a7d29,APPROVED,Not Applicable,2025-04-28T17:35:23.159000Z,2025-04-28T17:39:02.295000Z,2025-04-29T14:01:16.129000Z,2025-04-28T17:39:02.818133Z,220.0,CGX67X8D,203,"E*Trade, Fidelity, Robinhood, TD Ameritrade","ETF or ETC, Government Bonds, Stock Market, Venture Capital fund, Crowdfunding, Other",36,Female,White,United States,United States,United States,English,No,Full-Time
680fbc5b45dd69739d5f55fb,5bd2a0799afb5b00015be460,APPROVED,Not Applicable,2025-04-28T17:35:31.475000Z,2025-04-28T18:00:34.420000Z,2025-04-29T14:01:16.386000Z,2025-04-28T18:00:34.904164Z,1503.0,CGX67X8D,4615,"Hargreaves Lansdown, Interactive Investor","ETF or ETC, Government Bonds, Stock Market, Unit trusts, Angel syndicate, Options, Private Equity fund, Venture Capital fund, Crowdfunding",42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
680fbc7019580051606d5396,67df850f53eead84e50f896b,APPROVED,Not Applicable,2025-04-28T17:35:50.878000Z,2025-04-28T17:46:38.090000Z,2025-04-29T14:01:16.620000Z,2025-04-28T17:46:38.623921Z,648.0,CGX67X8D,384,FXCM,"Government Bonds, Unit trusts, Stock Market, Crowdfunding",31,Male,White,United States,United States,United States,English,No,Part-Time
680fbc740666f77bc9a689ed,58f0fca0d40252000192f201,APPROVED,Not Applicable,2025-04-28T17:36:06.734000Z,2025-04-28T17:48:42.466000Z,2025-04-29T14:01:16.876000Z,2025-04-28T17:48:42.925368Z,756.0,CGX67X8D,16359,TD Ameritrade,"ETF or ETC, Stock Market",44,Male,White,United States,United States,United States,English,No,Full-Time
680fbcda2a0be9e29e85c162,5ea824f580b9ef228f589930,APPROVED,Not Applicable,2025-04-28T17:37:30.172000Z,2025-04-28T18:05:07.684000Z,2025-04-29T14:01:17.138000Z,2025-04-28T18:05:08.300643Z,1658.0,CGX67X8D,1043,"AJ Bell Youinvest, Freetrade, Trading212, Other platform not listed","ETF or ETC, Government Bonds, Stock Market, Unit trusts, Angel syndicate, Options, Private Equity fund, Venture Capital fund, Crowdfunding, Other",69,Female,White,Italy,United Kingdom,Italy,Italian,No,Full-Time
680fbce6a36f58b894adcda7,678f0bb28ec3307e4f1afb78,APPROVED,Not Applicable,2025-04-28T17:37:45.392000Z,2025-04-28T18:10:13.420000Z,2025-04-29T14:01:17.379000Z,2025-04-28T18:10:13.938885Z,1949.0,CGX67X8D,917,"Interactive Brokers, Other platform not listed","Stock Market, Unit trusts",55,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
680fc14ef3c215d561895557,673b4532dad611895a16ae00,APPROVED,Not Applicable,2025-04-28T18:01:23.616000Z,2025-04-28T18:23:33.391000Z,2025-04-29T14:01:17.718000Z,2025-04-28T18:23:33.857485Z,1330.0,CGX67X8D,906,"Fidelity, Robinhood","Government Bonds, Stock Market",25,Female,Black,United States,United States,United States,English,Yes,Full-Time
680fc1586e5fa25aadaf2b9b,652be58c7d5885fc2d4abe9e,APPROVED,Not Applicable,2025-04-28T17:57:04.467000Z,2025-04-28T18:19:45.692000Z,2025-04-29T14:01:18.279000Z,2025-04-29T14:01:18.425332Z,1362.0,CGX67X8D,1317,Revolut,"Government Bonds, Stock Market",65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
680fc70f3b807b4d4a6ddd2f,651ac88823e71c05dbc1ff63,APPROVED,Not Applicable,2025-04-28T18:21:03.084000Z,2025-04-28T18:38:27.499000Z,2025-04-29T14:01:18.586000Z,2025-04-28T18:38:28.277332Z,1045.0,CGX67X8D,1662,Hargreaves Lansdown,"Unit trusts, Stock Market",56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
680fbd0b67736140ad2c1681,67c35bed28161edad1829850,RETURNED,Not Applicable,2025-04-28T17:38:30.723000Z,,,,,,404,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
680fbdf3473a697f2970bf30,67d71acca9143c53ef722a5c,RETURNED,Not Applicable,2025-04-28T17:53:00.070000Z,,,,,,363,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
