Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Trading platforms,Types of investment,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
680fbcae327ae0a4cc61a316,67c5baf2d8069270128f5896,APPROVED,Not Applicable,2025-04-28T17:37:02.246000Z,2025-04-28T17:55:58.188000Z,2025-04-29T13:58:54.035000Z,2025-04-28T17:55:58.683219Z,1136.0,CGX67X8D,365,CMC Markets,Stock Market,62,Female,White,United States,United States,United States,English,No,Part-Time
680fbcc39391e887cb69035e,614e0468bbbac16be38fa13f,APPROVED,Not Applicable,2025-04-28T17:37:11.256000Z,2025-04-28T17:47:06.155000Z,2025-04-29T13:58:54.315000Z,2025-04-28T17:47:06.626772Z,595.0,CGX67X8D,1351,Robinhood,Stock Market,50,Male,White,United States,United States,United States,English,No,Full-Time
680fbcc7e2523b9fa2d1d151,5de3c83c2033793be6591e53,APPROVED,Not Applicable,2025-04-28T17:37:11.600000Z,2025-04-28T17:58:14.995000Z,2025-04-29T13:58:54.579000Z,2025-04-28T17:58:15.454080Z,1264.0,CGX67X8D,4368,"eToro, Freetrade, Revolut","ETF or ETC, Crowdfunding, Stock Market",42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
680fbccd40079d365c6d4724,67d1d3ffb1662a82e5e93fb4,APPROVED,Not Applicable,2025-04-28T17:39:26.290000Z,2025-04-28T18:11:06.996000Z,2025-04-29T13:58:54.842000Z,2025-04-28T18:11:07.579800Z,1901.0,CGX67X8D,386,"TD Ameritrade, CMC Markets, Capital.com, Revolut","ETF or ETC, Government Bonds, Stock Market, Unit trusts, Angel syndicate, Options, Private Equity fund, Venture Capital fund, Crowdfunding",25,Female,Black,United States,United States,United States,English,No,Full-Time
680fbce6f533a1d8de702855,5f687f228c21714dbc4fa18a,APPROVED,Not Applicable,2025-04-28T17:37:52.675000Z,2025-04-28T17:44:56.469000Z,2025-04-29T13:58:55.136000Z,2025-04-28T17:44:56.985258Z,424.0,CGX67X8D,428,Acorns,"Stock Market, Unit trusts",42,Female,Black,United States,United States,United States,English,No,Part-Time
680fbcfb71a629cce12d49c4,67ebf37169da19e5b1347712,APPROVED,Not Applicable,2025-04-28T17:38:08.459000Z,2025-04-28T17:55:03.305000Z,2025-04-29T13:58:55.467000Z,2025-04-28T17:55:03.796766Z,1015.0,CGX67X8D,159,"Capital.com, E*Trade, Ally Invest","ETF or ETC, Unit trusts, Crowdfunding, Stock Market",38,Female,White,United States,United States,United States,English,No,Full-Time
680fbd3ab1259cbe883d3a5b,667c2175b570aa694ce2f63c,APPROVED,Not Applicable,2025-04-28T17:39:13.509000Z,2025-04-28T17:49:19.596000Z,2025-04-29T13:58:55.820000Z,2025-04-28T17:49:20.046915Z,607.0,CGX67X8D,617,"Freetrade, Robinhood, Trading212, WeBull","Stock Market, Private Equity fund, Government Bonds, ETF or ETC",44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
680fbe45846d297e1751604a,6548218c0c9527cd69c29f55,APPROVED,Not Applicable,2025-04-28T17:43:37.027000Z,2025-04-28T18:09:47.087000Z,2025-04-29T13:58:56.221000Z,2025-04-28T18:09:47.579896Z,1571.0,CGX67X8D,628,"Interactive Brokers, M1 Finance, Robinhood, Acorns, TD Ameritrade","ETF or ETC, Government Bonds, Stock Market, Private Equity fund, Options, Venture Capital fund, Crowdfunding, Angel syndicate, Unit trusts",44,Male,White,United States,United States,United States,English,No,Full-Time
680fc3fe3454d6f05ee3b68e,67ccf36d4ef92963b68e7ea3,APPROVED,Not Applicable,2025-04-28T18:08:32.994000Z,2025-04-28T18:31:17.037000Z,2025-04-29T13:58:56.661000Z,2025-04-28T18:31:17.713647Z,1365.0,CGX67X8D,366,Acorns,"Government Bonds, Stock Market, ETF or ETC",23,Female,White,United States,United States,United States,English,No,Full-Time
680fc48d6ce721927738961e,5f70ff16b9894a71cb8f5d91,APPROVED,Not Applicable,2025-04-28T18:10:28.102000Z,2025-04-28T18:22:10.749000Z,2025-04-29T13:58:56.948000Z,2025-04-28T18:22:11.328126Z,703.0,CGX67X8D,1046,"Acorns, Fidelity, Stash, WeBull",Stock Market,24,Male,Black,United States,United States,United States,English,Yes,Part-Time
680fb42e327ae0a4cc61a1f8,67127209cee9ddb1711047f8,RETURNED,Not Applicable,2025-04-28T17:00:40.248000Z,,,,,,140,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
680fbb5a4d2af107e4e2b4a0,5ba78b71d60daf0001532d5b,RETURNED,Not Applicable,2025-04-28T17:31:28.904000Z,,,,,,6020,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
680fbb860670d80fb6abc076,67db1dc8a5be4c42dc80e222,RETURNED,Not Applicable,2025-04-28T17:32:10.731000Z,,,,,,342,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
