Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Trading platforms,Types of investment,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
680fdacab983e0c08527a302,67b928562a1432d3ca6d879a,RETURNED,Not Applicable,2025-04-28T19:45:20.167000Z,,,2025-04-28T20:59:59.564863Z,,,629,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
680fdae41587cedcde39577d,67aac6e11fce7ffca153f9eb,APPROVED,Not Applicable,2025-04-28T19:45:40.870000Z,2025-04-28T20:04:20.139000Z,2025-04-28T20:56:06.802000Z,2025-04-28T20:04:20.677357Z,1120.0,CGX67X8D,898,"City Index, Capital.com, Tradency","ETF or ETC, Stock Market, Options",33,Female,Black,United States,United States,United States,English,No,Part-Time
680fdb35a2b8337ed06c9d75,63d79fcd741f9cfb2f87152f,APPROVED,Not Applicable,2025-04-28T19:47:24.349000Z,2025-04-28T19:58:14.053000Z,2025-04-28T20:56:07.197000Z,2025-04-28T19:58:14.560604Z,650.0,CGX67X8D,3556,"eToro, CMC Markets, FXCM, IG","Stock Market, Options, Other",49,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
680fdb3d29781237279797f6,67ef2b71416319fc29b5d49d,APPROVED,Not Applicable,2025-04-28T19:47:26.009000Z,2025-04-28T20:05:10.989000Z,2025-04-28T20:56:07.554000Z,2025-04-28T20:05:11.539344Z,1065.0,CGX67X8D,100,E*Trade,"ETF or ETC, Stock Market",68,Male,White,United States,United States,United States,English,No,Part-Time
680fdb3d493c1ec878cee442,67eddc7f3c4a5c08fd1abdec,APPROVED,Not Applicable,2025-04-28T19:47:17.077000Z,2025-04-28T20:09:36.585000Z,2025-04-28T20:56:07.906000Z,2025-04-28T20:09:37.046136Z,1340.0,CGX67X8D,296,"Capital.com, CMC Markets, E*Trade, Freetrade, Interactive Investor","Stock Market, Crowdfunding, Private Equity fund",25,Male,White,United States,United States,United States,English,No,Part-Time
680fdbae2ac532edb5200886,62fd14d7b1e0729dc8aadb79,APPROVED,Not Applicable,2025-04-28T19:51:06.308000Z,2025-04-28T20:04:20.833000Z,2025-04-28T20:56:08.260000Z,2025-04-28T20:04:21.401988Z,795.0,CGX67X8D,917,Trading212,Stock Market,33,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
680fdbba48ad1e09f6078e5f,6700913b83a64ec85e20319a,APPROVED,Not Applicable,2025-04-28T19:49:17.854000Z,2025-04-28T20:16:19.333000Z,2025-04-28T20:56:08.601000Z,2025-04-28T20:16:19.833970Z,1622.0,CGX67X8D,1074,Other platform not listed,"ETF or ETC, Government Bonds, Stock Market",54,Male,White,United States,United States,United States,English,No,Full-Time
680fdc28f3c215d561895878,66ccdd9f6b12c6ea6fa01f42,APPROVED,Not Applicable,2025-04-28T19:51:09.603000Z,2025-04-28T20:09:32.071000Z,2025-04-28T20:56:08.924000Z,2025-04-28T20:09:32.580642Z,1103.0,CGX67X8D,1623,Robinhood,Stock Market,33,Male,White,United States,United States,Germany,English,DATA_EXPIRED,Full-Time
680fdc2b8197d9ce8a9b96d5,67db3c988acf7102a0ce9138,APPROVED,Not Applicable,2025-04-28T19:51:13.767000Z,2025-04-28T20:08:54.470000Z,2025-04-28T20:56:09.267000Z,2025-04-28T20:08:55.017708Z,1061.0,CGX67X8D,365,TD Ameritrade,"Stock Market, Government Bonds, Crowdfunding",26,Female,White,United States,United States,United States,English,No,Full-Time
680fdc38e4d2b69c19fe9a4b,63d8966cb1c8fda2f6006864,APPROVED,Not Applicable,2025-04-28T19:51:49.216000Z,2025-04-28T20:12:29.174000Z,2025-04-28T20:56:09.554000Z,2025-04-28T20:12:29.771203Z,1240.0,CGX67X8D,1536,Robinhood,"Stock Market, Unit trusts",38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
680fdc9f076b07f21f7bc4e1,6692dd53ec527d60a87c1c82,APPROVED,Not Applicable,2025-04-28T19:56:05.072000Z,2025-04-28T20:13:15.568000Z,2025-04-28T20:56:09.862000Z,2025-04-28T20:13:15.989242Z,1031.0,CGX67X8D,560,"WeBull, Trading212, Robinhood, Revolut, eToro","ETF or ETC, Government Bonds, Stock Market, Other, Venture Capital fund, Private Equity fund",25,Male,Asian,Macao,United Kingdom,Portugal,Cantonese,Yes,Full-Time
680fdcd0c3e904d45dec6954,67e9a96cd85906aeb1172530,RETURNED,Not Applicable,2025-04-28T19:53:52.176000Z,,,2025-04-28T20:59:59.569999Z,,,425,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
680fe57e750306397601eea4,66af6ec03f88a7908cefa922,RETURNED,Not Applicable,2025-04-28T20:31:06.938000Z,,,2025-04-28T20:59:59.565904Z,,,1038,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
680fe89cdf32a1cee0129495,628f572a2d1304a34b9e1a37,APPROVED,Not Applicable,2025-04-28T20:44:28.377000Z,2025-04-28T20:54:08.166000Z,2025-04-28T20:59:03.843000Z,2025-04-28T20:54:08.989825Z,580.0,CGX67X8D,5797,Fidelity,"Stock Market, Government Bonds",76,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
